record_key,nest,nest_name,site_id,site_name,latitude,longitude,name_category,healthcare_name_screen,blood_eligibility,flight_route_id,road_route_id,road_min,drone_min,minutes_saved,reduction_pct,road_distance_m,flight_outbound_distance_m,road_time_class,drone_time_class,routing_status,matched_comparison,nest_snap_m,site_snap_m,access_review_required,contains_ferry,origin_lat,origin_lon,routing_engine,road_snapshot,flight_basis,geometry_scope,gap_class,coordinate_group_size,coordinate_group_keys,clean_comparison,long_road_short_drone,review_reasons
nest1:1,nest1,Muhanga,1,Kabgayi HSP,-2.104132108,29.751211932,hospital_label,True,unverified,06b0981c-8d14-4a44-8a4b-04f1173f8687,osm-car:nest1:1,6.488333333333333,5.35567565692965,1.1326576764036833,17.45683549556152,6681.7,9222.473481232857,le_15,le_15,Ok,True,79.98371383,39.85823855,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_15,1,,True,False,
nest1:13,nest1,Muhanga,13,Shyira HSP,-1.701025632,29.632277624,hospital_label,True,unverified,a36a50eb-f6a8-42bd-bef7-61bcebec22bd,osm-car:nest1:13,93.88166666666666,28.78701460407105,65.09465206259561,69.33691568740323,82956.4,49571.23914821035,le_120,le_30,Ok,True,79.98371383,16.77201946,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_gt_60,1,,True,True,
nest1:14,nest1,Muhanga,14,Ruli HSP,-1.829423186,29.84948167,hospital_label,True,unverified,a3345976-55ca-4a70-92a3-301208575f2a,osm-car:nest1:14,113.93833333333333,27.826687146128556,86.11164618720477,75.57741426257311,95396.6,47917.555265633375,le_120,le_30,Ok,True,79.98371383,60.3278432,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_gt_60,1,,True,True,
nest1:15,nest1,Muhanga,15,Ruhango PH,-2.194536267,29.90569851,hospital_label,True,unverified,d91e053e-6881-4620-89ae-7b0c0f90efcd,osm-car:nest1:15,43.986666666666665,14.450145354841194,29.53652131182547,67.14880564980025,25259.6,24883.150301036534,le_60,le_15,Ok,True,79.98371383,43.62748734,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:17,nest1,Muhanga,17,Kinihira HSP,-1.667766997,29.9586364,hospital_label,True,unverified,61bdae27-067d-4f8d-bf3b-cdf26016a41e,osm-car:nest1:17,80.63833333333334,32.522776214491714,48.11555711884162,59.66834274704953,89832.5,56004.220641354725,le_120,le_60,Ok,True,79.98371383,28.53814804,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_60,1,,True,False,
nest1:18,nest1,Muhanga,18,Kibilizi HSP,-2.648187464,29.782820249,hospital_label,True,unverified,a3d3a513-3cc2-4b71-b50c-2f1e808e9c62,osm-car:nest1:18,68.27,40.263357888918094,28.006642111081902,41.02335156156716,89289.9,69333.50228471696,le_120,le_60,Ok,True,79.98371383,18.17036974,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:19,nest1,Muhanga,19,Kigeme HSP,-2.478523598,29.52556757,hospital_label,True,unverified,135b4c12-69d8-426b-8dd0-abdef3fd8cfa,osm-car:nest1:19,87.65833333333333,31.55842347602211,56.09990985731122,63.998376108730355,85461.6,54343.605225710075,le_120,le_60,Ok,True,79.98371383,114.5297297,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_60,1,,True,False,
nest1:20,nest1,Muhanga,20,Mugonero HSP,-2.1808619986,29.2926606965,hospital_label,True,unverified,0e636c87-aa85-4add-8f9c-725f7a5bbbda,osm-car:nest1:20,76.11,35.526784047879765,40.583215952120234,53.32179208004236,104509.5,61177.122130448945,le_120,le_60,Ok,True,79.98371383,69.60487448,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_60,1,,True,False,
nest1:22,nest1,Muhanga,22,Butaro HSP,-1.410780535,29.839254929,hospital_label,True,unverified,71b30907-030c-463b-ac5c-e33995095789,osm-car:nest1:22,124.91499999999999,48.155513212359914,76.75948678764007,61.44937500511554,122797.4,82923.79375168377,gt_120,le_60,Ok,True,79.98371383,18.48707188,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_gt_60,1,,True,False,
nest1:23,nest1,Muhanga,23,Hanika HC,-2.343064424,29.75782025,health_center_or_clinic_label,True,unverified,f704476a-663b-4e2f-b070-6239b4eab236,osm-car:nest1:23,35.77166666666667,18.388649909675813,17.383016756990855,48.59437196195552,45479.1,31665.25514446175,le_60,le_30,Ok,True,79.98371383,8.699504755,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:24,nest1,Muhanga,24,Gahombo HC,-2.293219699,29.82253684,health_center_or_clinic_label,True,unverified,95f89628-5607-4318-9a67-96eeb8699dd2,osm-car:nest1:24,32.24,15.335811977822877,16.904188022177124,52.43234498193896,39547.6,26408.268225810993,le_60,le_30,Ok,True,79.98371383,23.23244272,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:25,nest1,Muhanga,25,Nyamiyaga HC,-2.345381297,29.872378056,health_center_or_clinic_label,True,unverified,d482766b-d462-4589-a22f-b2b3699d8779,osm-car:nest1:25,43.84666666666667,21.667124008125565,22.179542658541106,50.58433022321979,55320.1,37310.78754199223,le_60,le_30,Ok,True,79.98371383,52.93339332,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:26,nest1,Muhanga,26,Kibilizi-Nyanza HC,-2.385656803,29.895154311,health_center_or_clinic_label,True,unverified,51e65874-d127-462a-98d3-22728d19e3a8,osm-car:nest1:26,50.4,22.34208084606253,28.05791915393747,55.6704745117807,61396.8,38473.063216919676,le_60,le_30,Ok,True,79.98371383,32.07943558,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:27,nest1,Muhanga,27,Nyamure HC,-2.34903,29.842586,health_center_or_clinic_label,True,unverified,e8092d37-a54c-41dd-8e88-0e7432c2ca52,osm-car:nest1:27,48.36833333333333,19.186527468855196,29.181805864478136,60.33246104092513,54711.9,33039.20030136865,le_60,le_30,Ok,True,79.98371383,47.33076598,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:28,nest1,Muhanga,28,Gatagara HC,-2.272663917,29.739564834,health_center_or_clinic_label,True,unverified,04f1978d-3ce0-4278-990b-7d9aa0bb9702,osm-car:nest1:28,33.593333333333334,13.949965495784129,19.643367837549206,58.47400626379005,30567.6,24021.840583740268,le_60,le_15,Ok,True,79.98371383,89.8226079,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:29,nest1,Muhanga,29,Busoro HC,-2.289191464,29.929784369,health_center_or_clinic_label,True,unverified,c40bc4e2-90b2-4b4e-8601-b233a938fe6c,osm-car:nest1:29,48.986666666666665,18.399869700150624,30.58679696651604,62.43902483638277,54463.2,31684.575623659373,le_60,le_30,Ok,True,79.98371383,15.8139365,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_60,1,,True,False,
nest1:30,nest1,Muhanga,30,Mututu HC,-2.3391384,29.929036,health_center_or_clinic_label,True,unverified,67f15e5f-cfb4-4523-8b12-ac14ce89e34b,osm-car:nest1:30,51.49,20.749225585866675,30.740774414133327,59.70241680740595,62921.0,35730.16645886241,le_60,le_30,Ok,True,79.98371383,126.0099053,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_60,1,,True,False,
nest1:31,nest1,Muhanga,31,Cyaratsi HC,-2.385779,29.715326,health_center_or_clinic_label,True,unverified,32ea5eb9-6d13-4449-b1ab-122539ef5f45,osm-car:nest1:31,44.57,23.01051345891402,21.55948654108598,48.37219327145161,53207.2,39624.10417624994,le_60,le_30,Ok,True,79.98371383,18.60722366,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:32,nest1,Muhanga,32,Kirambi HC,-2.4122258,29.6615829,health_center_or_clinic_label,True,unverified,6d99ceec-c54a-416b-a3a3-61413a3e4b5f,osm-car:nest1:32,56.855000000000004,24.722177877095103,32.1328221229049,56.51714382711265,62076.3,42571.59030435777,le_60,le_30,Ok,True,79.98371383,45.58262339,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_60,1,,True,False,
nest1:34,nest1,Muhanga,34,Nyarusange Nyanza HC,-2.349454,29.689217,health_center_or_clinic_label,True,unverified,2ebd0a7c-0ab4-41ac-b0a8-70ec8ea492f3,osm-car:nest1:34,51.09166666666667,21.196069952953074,29.895596713713594,58.51364550066272,55622.5,36499.632458985194,le_60,le_30,Ok,True,79.98371383,35.18184079,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:35,nest1,Muhanga,35,Ruyenzi HC,-2.425544,29.830368,health_center_or_clinic_label,True,unverified,c46ede6f-8d6a-4898-8c86-2e4ec855bdc4,osm-car:nest1:35,47.184999999999995,23.80758422557689,23.377415774423106,49.54416821961028,57728.2,40996.660036443405,le_60,le_30,Ok,True,79.98371383,21.33503723,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:36,nest1,Muhanga,36,Ntyazo HC,-2.428091016,29.885674089,health_center_or_clinic_label,True,unverified,a5522bbb-ecd5-4594-837a-e1f10d7a71f6,osm-car:nest1:36,54.7,24.70903929966182,29.99096070033818,54.8280817190826,66226.9,42548.96567401766,le_60,le_30,Ok,True,79.98371383,64.33155084,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:38,nest1,Muhanga,38,Mucubira HC,-2.2957785,29.6420866,health_center_or_clinic_label,True,unverified,35d6c80a-e6b2-4030-a96e-d47360cbb84b,osm-car:nest1:38,60.70666666666667,18.879292588959025,41.827374077707645,68.90079191364097,57704.1,32510.141838187443,le_120,le_30,Ok,True,79.98371383,19.58811842,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_60,1,,True,True,
nest1:40,nest1,Muhanga,40,Rushashi HC,-1.725479826,29.857846103,health_center_or_clinic_label,True,unverified,b217eb69-d026-4b6a-b7ba-e323f1e62c01,osm-car:nest1:40,81.24,27.209421767738895,54.0305782322611,66.5073587300112,90446.0,46854.624284046375,le_120,le_30,Ok,True,79.98371383,5.746289328,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_60,1,,True,True,
nest1:41,nest1,Muhanga,41,Janja HC,-1.68201,29.6754167,health_center_or_clinic_label,True,unverified,1e282918-ab70-4453-ae45-47de829e7833,osm-car:nest1:41,104.26833333333335,28.190545425273374,76.07778790805997,72.96346405082396,118301.3,48544.11922232075,le_120,le_30,Ok,True,79.98371383,8.467319595,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_gt_60,1,,True,True,
nest1:42,nest1,Muhanga,42,Mweya HC,-2.331733683,29.642636942,health_center_or_clinic_label,True,unverified,ee90e00d-e6ac-46b3-ae02-ced6ad58ef50,osm-car:nest1:42,62.038333333333334,20.304551385468017,41.73378194786532,67.2709592690519,62586.8,34964.437485775925,le_120,le_30,Ok,True,79.98371383,27.84135499,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_60,1,,True,True,
nest1:43,nest1,Muhanga,43,Rukura HC,-1.696916912,29.828867838,health_center_or_clinic_label,True,unverified,e1283e82-f7e8-4320-bb84-cbfce02b2c65,osm-car:nest1:43,80.75666666666666,31.51412460049407,49.24254206617259,60.97644206815445,95064.4,54267.32256205079,le_120,le_60,Ok,True,79.98371383,61.25201685,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_60,1,,True,False,
nest1:44,nest1,Muhanga,44,Munini DH,-2.713704021,29.534487949,hospital_label,True,unverified,19f8de3f-37d4-4277-b7ef-ddfb9db1e1c1,osm-car:nest1:44,103.51833333333335,46.873030096560164,56.64530323677318,54.72006881561061,120217.8,80715.35782627661,le_120,le_60,Ok,True,79.98371383,71.31874838,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_60,1,,True,False,
nest1:45,nest1,Muhanga,45,Kibuye RH,-2.068304534,29.347393409,hospital_label,True,unverified,213fffd5-2bcb-4811-abbf-c62519e63f05,osm-car:nest1:45,58.169999999999995,30.49355333517547,27.676446664824525,47.578557099578006,80418.8,52509.89884317216,le_60,le_60,Ok,True,79.98371383,34.3671608,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:46,nest1,Muhanga,46,Gitwe HC,-2.2409364,29.6902021,health_center_or_clinic_label,True,unverified,8282f6ae-5a8f-4d7a-bf94-ce269acceeb4,osm-car:nest1:46,36.335,13.551882781627377,22.783117218372624,62.70295092437766,32025.9,23336.342149962344,le_60,le_15,Ok,True,79.98371383,32.36195041,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:47,nest1,Muhanga,47,Kigoma HC,-2.261287342,29.792933455,health_center_or_clinic_label,True,unverified,c1ef6850-6804-416d-9192-e28734515ea3,osm-car:nest1:47,23.501666666666665,13.863860209484308,9.637806457182357,41.009033928866145,30451.2,23873.56728073198,le_30,le_15,Ok,True,79.98371383,38.31106273,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_15,1,,True,False,
nest1:48,nest1,Muhanga,48,Karambi (Ruhango) HC,-2.225400593,29.65057351,health_center_or_clinic_label,True,unverified,d04ae39f-ffcd-4564-b8a5-eaf22cd90596,osm-car:nest1:48,41.52833333333333,14.902450909404774,26.625882423928555,64.11497954953299,31910.5,25662.02046599502,le_60,le_15,Ok,True,79.98371383,39.85449065,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:49,nest1,Muhanga,49,Munanira HC,-2.2131761,29.6100801,health_center_or_clinic_label,True,unverified,e6f18600-a027-41a5-ae11-ff84aeed44db,osm-car:nest1:49,50.82833333333333,15.31750720883039,35.51082612450294,69.86423475981823,39770.1,26376.74741360593,le_60,le_30,Ok,True,79.98371383,49.67039676,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_60,1,,True,False,
nest1:50,nest1,Muhanga,50,Ruhango HC,-2.22908033,29.781346153,health_center_or_clinic_label,True,unverified,3a8442d5-0360-48b3-8e9e-1778f4224eef,osm-car:nest1:50,21.396666666666665,11.612401163882408,9.784265502784256,45.72798957524969,27162.7,19996.55480420551,le_30,le_15,Ok,True,79.98371383,49.44256948,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_15,1,,True,False,
nest1:51,nest1,Muhanga,51,Muyunzwe HC,-2.167654,29.661349,health_center_or_clinic_label,True,unverified,0530e3da-eb02-4aa5-aa71-66414175a9b2,osm-car:nest1:51,30.901666666666664,10.99224064926009,19.909426017406574,64.42832431068413,29396.3,18928.638398025876,le_60,le_15,Ok,True,79.98371383,46.89876333,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:52,nest1,Muhanga,52,Byimana HC,-2.157197779,29.743759316,health_center_or_clinic_label,True,unverified,98e7ed03-9ea3-438c-b05d-1d9d0329f278,osm-car:nest1:52,13.436666666666667,9.275334687322452,4.161331979344215,30.96997255775898,14706.0,15972.126331569263,le_15,le_15,Ok,True,79.98371383,6.858218272,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_15,1,,True,False,
nest1:53,nest1,Muhanga,53,Kirambo (Karongi) HC,-2.111295854,29.421956364,health_center_or_clinic_label,True,unverified,4e7a96bf-050e-41a8-8b46-d051c282568e,osm-car:nest1:53,56.37833333333333,27.713942791660195,28.664390541673136,50.84291933959229,75397.4,47723.40948723885,le_60,le_30,Ok,True,79.98371383,55.51539719,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_30,1,,True,False,
nest1:54,nest1,Muhanga,54,Mukungu HC,-2.240394864,29.418167364,health_center_or_clinic_label,True,unverified,fbdcb980-586e-49b9-a485-54af77a38dfe,osm-car:nest1:54,83.90166666666667,29.16527975198435,54.73638691468232,65.2387361172988,96546.3,50222.611732917045,le_120,le_30,Ok,True,79.98371383,46.9603951,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,saved_le_60,1,,True,True,
nest1:99,nest1,Muhanga,99,RW1_WFH,-2.079965621,29.780016339,operational_or_test_label,False,unverified,42292e71-023e-496d-8082-700631013bd7,osm-car:nest1:99,1.7716666666666667,2.8334695753209305,-1.0618029086542637,-59.93243134454922,871.2,4879.234608702642,le_15,le_15,Ok,True,79.98371383,107.9582545,False,False,-2.07958714,29.780160749999986,OSRM v26.9.0,2026-09-20T20:22:06Z,CSV mean across outbound route options / 28.7 m/s; not selected GeoJSON path,facility_point; routes supplied separately,drone_slower,2,nest1:99;nest1:24303,False,False,identical_coordinate_group;outside_healthcare_name_screen;drone_slower_in_model
